Date,Min,Average,Max,First,Last
23.12.2019 0:00,1.10711,1.10836,1.10955,1.10784,1.10926
24.12.2019 0:00,1.10703,1.10851,1.10951,1.10907,1.10902
25.12.2019 0:00,1.10754,1.11109,1.13135,1.1089,1.12322
26.12.2019 0:00,1.10824,1.10944,1.11091,1.10915,1.11
27.12.2019 0:00,1.09169,1.11425,1.11874,1.10964,1.11727
28.12.2019 0:00,1.11727,1.11746,1.11769,1.11727,1.11747
29.12.2019 0:00,1.11727,1.11748,1.11801,1.11747,1.11776
30.12.2019 0:00,1.11785,1.11983,1.12203,1.11785,1.1199
31.12.2019 0:00,1.12003,1.12155,1.12387,1.1202,1.12165
01.01.2020 0:00,1.11605,1.12046,1.12765,1.12215,1.12133
02.01.2020 0:00,1.11641,1.1196,1.12255,1.12158,1.1172
03.01.2020 0:00,1.11253,1.11604,1.11796,1.11725,1.116
04.01.2020 0:00,1.11585,1.11595,1.116,1.116,1.11595
05.01.2020 0:00,1.11595,1.116,1.117,1.11595,1.11665
06.01.2020 0:00,1.11577,1.11804,1.12057,1.11608,1.11975
07.01.2020 0:00,1.11345,1.11716,1.11983,1.1196,1.11515
08.01.2020 0:00,1.0775,1.1134,1.12047,1.1147,1.11054
09.01.2020 0:00,1.10056,1.11104,1.12062,1.111,1.1105
10.01.2020 0:00,1.10516,1.11075,1.11553,1.11063,1.11197
11.01.2020 0:00,1.11197,1.112,1.11203,1.11197,1.112
12.01.2020 0:00,1.1115,1.11199,1.11208,1.112,1.11191
13.01.2020 0:00,1.11137,1.11275,1.11445,1.11163,1.11357
14.01.2020 0:00,1.11051,1.11315,1.1385,1.1136,1.11272
15.01.2020 0:00,1.11199,1.11404,1.11631,1.11268,1.11495
16.01.2020 0:00,1.11294,1.11486,1.11706,1.11511,1.11371
17.01.2020 0:00,1.09567,1.11171,1.11965,1.11371,1.10906
18.01.2020 0:00,1.10906,1.10908,1.10908,1.10906,1.10908
19.01.2020 0:00,1.10906,1.10911,1.1095,1.10908,1.10928
20.01.2020 0:00,1.10772,1.10909,1.11025,1.109,1.10964
21.01.2020 0:00,1.10763,1.10965,1.11178,1.10974,1.1084
